id,operator,group,ref_class,map_class,ref_code,map_code
211,Precieux,3,NF,Fm,2,13
712,leslie,8,NF,Fs,2,12
596,lillteddy,6,NF,NF,2,2
127,josney,2,NF,NF,2,2
82,karel88,1,NF,NF,2,2
214,Precieux,3,NF,Fp,2,11
845,jeannette_kenovh,9,NF,Fs,2,12
345,Cherubins,4,NF,Fs,2,12
335,Cherubins,4,NF,Fs,2,12
798,leslie,8,NF,NF,2,2
569,carine,6,NF,Eau,2,4
131,josney,2,NF,NF,2,2
877,jeannette_kenovh,9,NF,Fs,2,12
696,Cherubins,7,NF,NF,2,2
336,Cherubins,4,Pm,Fm,33,13
634,manual,7,NF,Pm,2,33
80,manual,1,NF,Ps,2,32
168,manual,2,NF,route,2,34
831,manual,9,NF,Ps,2,32
836,manual,9,NF,Ps,2,32
703,manual,7,NF,route,2,34
760,manual,8,Eau,Pm,4,33
593,manual,6,Fp,Ps,11,32
691,manual,7,Fp,Pp,11,31
269,manual,3,Fp,Ps,11,32
570,manual,6,Fp,Pp,11,31
247,manual,3,Fp,Ps,11,32
292,manual,3,Fp,Ps,11,32
464,manual,5,Fp,Pp,11,31
546,manual,6,Fp,Pp,11,31
672,manual,7,Fp,Ps,11,32
561,manual,6,Fp,Pm,11,33
274,manual,3,Fp,Pp,11,31
502,manual,5,Fp,Pm,11,33
635,manual,7,Fp,route,11,34
357,manual,4,Fp,route,11,34
533,manual,6,Fp,Ps,11,32
636,manual,7,Fp,Pp,11,31
611,manual,7,Fp,Ps,11,32
294,manual,3,Fp,Ps,11,32
398,manual,4,Fp,route,11,34
828,manual,9,Fp,Pp,11,31
271,manual,3,Fp,Pm,11,33
589,manual,6,Fp,route,11,34
449,manual,5,Fp,Pm,11,33
581,manual,6,Fp,Ps,11,32
574,manual,6,Fp,Pm,11,33
209,manual,3,Fp,route,11,34
267,manual,3,Fp,Pm,11,33
709,manual,8,Fp,Pm,11,33
580,manual,6,Fp,Ps,11,32
441,manual,5,Fs,Ps,12,32
622,manual,7,Fs,Ps,12,32
249,manual,3,Fs,Pp,12,31
71,manual,1,Fs,Ps,12,32
595,manual,6,Fs,Ps,12,32
63,manual,1,Fs,Ps,12,32
848,manual,9,Fs,Pp,12,31
69,manual,1,Fs,Ps,12,32
253,manual,3,Fs,Pp,12,31
79,manual,1,Fs,Pm,12,33
603,manual,6,Fs,route,12,34
530,manual,6,Fs,route,12,34
697,manual,7,Fs,Pm,12,33
679,manual,7,Fs,Pp,12,31
515,manual,6,Fs,Pm,12,33
567,manual,6,Fm,Pm,13,33
372,manual,4,Fm,Pm,13,33
228,manual,3,Fm,Pm,13,33
76,manual,1,Pp,Pp,31,31
224,manual,3,Pp,Pp,31,31
409,manual,5,Pp,Pp,31,31
488,manual,5,Pp,Ps,31,32
193,manual,2,Pp,Pp,31,31
892,manual,9,Pp,Pp,31,31
726,manual,8,Pp,Pp,31,31
385,manual,4,Pp,Pp,31,31
685,manual,7,Pp,Pp,31,31
821,manual,9,Pp,route,31,34
540,manual,6,Pp,Pp,31,31
681,manual,7,Pp,Pp,31,31
852,manual,9,Pp,Pp,31,31
152,manual,2,Pp,Pp,31,31
333,manual,4,Pp,Pp,31,31
582,manual,6,Pp,Pp,31,31
298,manual,3,Pp,Pp,31,31
817,manual,9,Pp,Pp,31,31
311,manual,4,Pp,Pm,31,33
106,manual,2,Pp,Pp,31,31
379,manual,4,Pp,Pp,31,31
497,manual,5,Pp,route,31,34
753,manual,8,Pp,Pp,31,31
119,manual,2,Pp,Pp,31,31
646,manual,7,Pp,Pm,31,33
89,manual,1,Pp,Pp,31,31
504,manual,5,Pp,Ps,31,32
820,manual,9,Pp,Pp,31,31
12,manual,1,Ps,Pp,32,31
442,manual,5,Ps,Pm,32,33
421,manual,5,Ps,Ps,32,32
102,manual,2,Ps,Ps,32,32
331,manual,4,Ps,Ps,32,32
476,manual,5,Ps,Pp,32,31
27,manual,1,Ps,Pp,32,31
689,manual,7,Ps,Ps,32,32
175,manual,2,Ps,Ps,32,32
143,manual,2,Ps,Pm,32,33
386,manual,4,Ps,Ps,32,32
56,manual,1,Ps,Pp,32,31
124,manual,2,Ps,Ps,32,32
62,manual,1,Ps,Pp,32,31
57,manual,1,Ps,Ps,32,32
176,manual,2,Ps,Pp,32,31
363,manual,4,Ps,Ps,32,32
799,manual,8,Ps,Ps,32,32
613,manual,7,Ps,Ps,32,32
480,manual,5,Ps,Pp,32,31
319,manual,4,Ps,Ps,32,32
719,manual,8,Ps,Ps,32,32
306,manual,4,Ps,Pp,32,31
370,manual,4,Ps,Pp,32,31
156,manual,2,Ps,Pp,32,31
479,manual,5,Ps,Ps,32,32
623,manual,7,Ps,Pm,32,33
317,manual,4,Ps,Pm,32,33
886,manual,9,Ps,Ps,32,32
887,manual,9,Ps,Ps,32,32
498,manual,5,Ps,route,32,34
149,manual,2,Ps,Pm,32,33
227,manual,3,Ps,Ps,32,32
541,manual,6,Ps,Pp,32,31
800,manual,8,Ps,route,32,34
511,manual,6,Ps,Ps,32,32
657,manual,7,Ps,route,32,34
756,manual,8,Ps,Pp,32,31
414,manual,5,Ps,Ps,32,32
125,manual,2,Ps,Ps,32,32
301,manual,3,Ps,Pm,32,33
720,manual,8,Ps,route,32,34
219,manual,3,Ps,Ps,32,32
674,manual,7,Ps,route,32,34
876,manual,9,Ps,Ps,32,32
412,manual,5,Ps,route,32,34
108,manual,2,Ps,Ps,32,32
238,manual,3,Ps,route,32,34
626,manual,7,Ps,Ps,32,32
430,manual,5,Ps,route,32,34
686,manual,7,Ps,Pm,32,33
140,manual,2,Ps,Pm,32,33
338,manual,4,Ps,Ps,32,32
648,manual,7,Ps,route,32,34
373,manual,4,Ps,Ps,32,32
769,manual,8,Ps,Ps,32,32
885,manual,9,Ps,Pm,32,33
371,manual,4,Ps,route,32,34
410,manual,5,Ps,Pm,32,33
754,manual,8,Pm,Pm,33,33
18,manual,1,Pm,Pm,33,33
891,manual,9,Pm,Pm,33,33
208,manual,3,Pm,Pm,33,33
128,manual,2,Pm,Pm,33,33
120,manual,2,Pm,Pm,33,33
730,manual,8,Pm,Pm,33,33
782,manual,8,Pm,Ps,33,32
55,manual,1,Pm,Pm,33,33
575,manual,6,Pm,Pm,33,33
93,manual,1,Pm,Pm,33,33
776,manual,8,Pm,Pp,33,31
867,manual,9,Pm,Pm,33,33
725,manual,8,Pm,Pm,33,33
229,manual,3,Pm,Pm,33,33
873,manual,9,Pm,Pm,33,33
806,manual,8,Pm,Pm,33,33
742,manual,8,Pm,Pp,33,31
486,manual,5,Pm,Pm,33,33
47,manual,1,Pm,Pm,33,33
895,manual,9,Pm,Pm,33,33
118,manual,2,Pm,Pm,33,33
44,manual,1,Pm,Pm,33,33
775,manual,8,Pm,Ps,33,32
359,manual,4,Pm,Pm,33,33
315,manual,4,Pm,Pm,33,33
416,manual,5,route,route,34,34
551,manual,6,route,route,34,34
813,manual,9,route,Pm,34,33
797,manual,8,route,Pp,34,31
858,manual,9,route,Pp,34,31
356,manual,4,route,route,34,34
340,manual,4,route,route,34,34
207,manual,3,route,route,34,34
105,manual,2,route,route,34,34
861,manual,9,route,route,34,34
316,manual,4,route,route,34,34
423,manual,5,route,route,34,34
506,manual,6,route,route,34,34
744,manual,8,route,route,34,34
729,manual,8,route,route,34,34
22,manual,1,route,route,34,34
26,manual,1,route,route,34,34
788,manual,8,route,route,34,34
552,manual,6,route,route,34,34
444,manual,5,route,Pp,34,31
164,manual,2,route,route,34,34
777,manual,8,route,route,34,34
222,manual,3,route,route,34,34
899,manual,9,route,route,34,34
15,manual,1,route,route,34,34
50,manual,1,route,route,34,34
643,manual,7,route,route,34,34
17,manual,1,route,route,34,34
115,manual,2,route,route,34,34
266,manual,3,route,route,34,34
894,manual,9,route,route,34,34
185,manual,2,route,route,34,34
